ad_id,variant,campaign_name,audience_type,product_type,impressions,clicks,spend_idr,sessions,add_to_cart,total_revenue,total_transactions,CTR,CPC,ROAS,conversion_rate
AD_0168,Static_Catalog,Retargeting Campaign,warm,Cleanser,13154,176,164288.0,157,29,1513000.0,6,0.013379960468298617,933.4545454545455,9.209437086092715,0.03409090909090909
AD_0169,Video_Review,Flash Sale Campaign,cold,Serum,13731,443,269631.0,355,43,1510000.0,4,0.0322627630908164,608.6478555304741,5.600246262484655,0.009029345372460496
AD_0170,Static_Catalog,Awareness Campaign,cold,Serum,7001,85,474504.0,70,3,1793000.0,5,0.012141122696757605,5582.4,3.778682582233237,0.058823529411764705
AD_0171,Video_Review,Retargeting Campaign,warm,Serum,7089,197,312977.0,173,9,0.0,0,0.027789533079418817,1588.715736040609,0.0,0.0
AD_0172,Video_Review,Awareness Campaign,cold,Cleanser,8925,235,217832.0,189,24,0.0,0,0.026330532212885154,926.9446808510638,0.0,0.0
AD_0173,Static_Catalog,Retargeting Campaign,warm,Cleanser,10389,145,423694.0,127,7,1905000.0,7,0.013957069977861199,2922.0275862068966,4.496169405278338,0.04827586206896552
AD_0174,Static_Catalog,Retargeting Campaign,warm,Serum,14867,203,473706.0,177,24,0.0,0,0.013654402367659918,2333.5270935960593,0.0,0.0
AD_0175,Video_Review,Awareness Campaign,cold,Moisturizer,10638,261,170316.0,213,35,216000.0,1,0.024534686971235193,652.551724137931,1.2682308180088777,0.0038314176245210726
AD_0176,Video_Review,Flash Sale Campaign,cold,Cleanser,14057,383,268484.0,344,67,0.0,0,0.02724621185174646,701.0026109660574,0.0,0.0
AD_0177,Static_Catalog,Flash Sale Campaign,cold,Cleanser,13236,151,473966.0,124,14,1360000.0,5,0.011408280447265036,3138.8476821192053,2.869404134473781,0.033112582781456956
AD_0178,Video_Review,Retargeting Campaign,warm,Moisturizer,19803,564,201757.0,506,28,0.0,0,0.028480533252537493,357.7251773049645,0.0,0.0
AD_0179,Static_Catalog,Awareness Campaign,cold,Sunscreen,10631,135,389102.0,120,13,0.0,0,0.01269871131596275,2882.237037037037,0.0,0.0
AD_0180,Video_Review,Retargeting Campaign,warm,Sunscreen,10714,287,488647.0,253,21,0.0,0,0.026787380996826583,1702.602787456446,0.0,0.0
AD_0181,Static_Catalog,Retargeting Campaign,warm,Cleanser,18561,187,297415.5,159,17,1733000.0,6,0.010074888206454394,1590.457219251337,5.826865109585748,0.03208556149732621
AD_0182,Video_Review,Retargeting Campaign,warm,Moisturizer,19668,475,301207.0,407,60,290000.0,2,0.024150905023388246,634.12,0.9627930293784673,0.004210526315789474
AD_0183,Video_Review,Flash Sale Campaign,cold,Serum,9113,276,244832.0,242,16,1753000.0,5,0.030286404038187206,887.072463768116,7.160011763168213,0.018115942028985508
AD_0184,Video_Review,Awareness Campaign,cold,Sunscreen,5629,112,302332.0,93,16,0.0,0,0.019896962160241605,2699.3928571428573,0.0,0.0
AD_0185,Static_Catalog,Awareness Campaign,cold,Moisturizer,13656,139,171635.0,116,16,678000.0,3,0.010178676039835969,1234.7841726618706,3.950243248754625,0.02158273381294964
AD_0186,Static_Catalog,Flash Sale Campaign,cold,Moisturizer,16847,239,216891.0,211,28,1596000.0,6,0.014186502047842347,907.4937238493724,7.358534932293179,0.02510460251046025
AD_0187,Static_Catalog,Flash Sale Campaign,cold,Moisturizer,16508,249,258492.0,215,17,0.0,0,0.015083595832323722,1038.120481927711,0.0,0.0
AD_0188,Video_Review,Awareness Campaign,cold,Moisturizer,8229,228,272307.0,204,39,0.0,0,0.027706890266131972,1194.328947368421,0.0,0.0
AD_0190,Video_Review,Retargeting Campaign,warm,Cleanser,6969,143,497686.0,116,9,0.0,0,0.020519443248672692,3480.3216783216785,0.0,0.0
AD_0191,Video_Review,Flash Sale Campaign,cold,Cleanser,16710,336,148320.0,296,56,1106000.0,3,0.020107719928186715,441.42857142857144,7.4568500539374325,0.008928571428571428
AD_0192,Static_Catalog,Retargeting Campaign,warm,Serum,7302,91,412282.0,81,12,0.0,0,0.012462339085182142,4530.571428571428,0.0,0.0
AD_0193,Video_Review,Awareness Campaign,cold,Moisturizer,8124,223,258056.0,180,26,0.0,0,0.02744953225012309,1157.201793721973,0.0,0.0
AD_0194,Static_Catalog,Retargeting Campaign,warm,Cleanser,12848,199,258280.0,161,15,0.0,0,0.01548879202988792,1297.889447236181,0.0,0.0
AD_0195,Static_Catalog,Flash Sale Campaign,cold,Cleanser,16829,194,307440.0,169,28,0.0,0,0.011527720007130548,1584.7422680412371,0.0,0.0
AD_0196,Video_Review,Flash Sale Campaign,cold,Moisturizer,16013,436,151924.0,362,37,1047000.0,4,0.027227877349653408,348.44954128440367,6.891603696585134,0.009174311926605505
AD_0197,Video_Review,Flash Sale Campaign,cold,Sunscreen,6440,135,455824.0,113,5,0.0,0,0.02096273291925466,3376.474074074074,0.0,0.0
AD_0198,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,16153,189,207522.0,161,31,931000.0,5,0.01170061288924658,1098.0,4.486271335087364,0.026455026455026454
AD_0199,Static_Catalog,Retargeting Campaign,warm,Serum,11760,130,181889.0,110,9,1186000.0,5,0.011054421768707483,1399.1461538461538,6.520460280720659,0.038461538461538464
AD_0200,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,11570,98,426250.0,78,11,651000.0,2,0.00847018150388937,4349.489795918367,1.5272727272727273,0.02040816326530612
AD_0201,Static_Catalog,Flash Sale Campaign,cold,Moisturizer,5140,56,408557.0,47,4,767000.0,4,0.010894941634241245,7295.660714285715,1.877339024909621,0.07142857142857142
AD_0202,Video_Review,Retargeting Campaign,warm,Sunscreen,12311,231,470321.0,194,38,448000.0,1,0.018763707253675575,2036.021645021645,0.9525409241773172,0.004329004329004329
AD_0203,Static_Catalog,Retargeting Campaign,warm,Moisturizer,14052,136,380887.0,119,9,0.0,0,0.009678337603188158,2800.639705882353,0.0,0.0
AD_0204,Static_Catalog,Retargeting Campaign,warm,Sunscreen,18130,152,296501.0,134,24,709000.0,4,0.008383894098179813,1950.6644736842106,2.3912229638348608,0.02631578947368421
AD_0205,Video_Review,Awareness Campaign,cold,Serum,17617,403,131401.0,358,36,0.0,0,0.022875631492308566,326.0570719602978,0.0,0.0
AD_0206,Video_Review,Retargeting Campaign,warm,Sunscreen,13674,413,262982.0,357,22,535000.0,2,0.030203305543366973,636.7602905569007,2.03435976606764,0.004842615012106538
AD_0207,Video_Review,Retargeting Campaign,warm,Moisturizer,16776,479,117633.0,405,52,579000.0,2,0.028552694325226512,245.580375782881,4.92208818953865,0.0041753653444676405
AD_0208,Video_Review,Retargeting Campaign,warm,Cleanser,14622,375,157993.0,309,44,1056000.0,4,0.02564628641772671,421.31466666666665,6.683840423309894,0.010666666666666666
AD_0209,Video_Review,Awareness Campaign,cold,Serum,11358,317,194018.0,267,31,355000.0,1,0.027909843282268004,612.0441640378549,1.8297271387190879,0.0031545741324921135
AD_0210,Video_Review,Awareness Campaign,cold,Moisturizer,10699,303,176329.0,269,44,0.0,0,0.028320403776053837,581.9438943894389,0.0,0.0
AD_0211,Static_Catalog,Awareness Campaign,cold,Moisturizer,17106,186,488070.0,150,19,2058000.0,9,0.010873377762188706,2624.032258064516,4.216608273403406,0.04838709677419355
AD_0212,Video_Review,Retargeting Campaign,warm,Cleanser,18015,553,435938.0,471,46,1344000.0,4,0.030696641687482654,788.3146473779385,3.0830072166225473,0.007233273056057866
AD_0213,Static_Catalog,Flash Sale Campaign,cold,Serum,9817,108,356353.0,91,9,0.0,0,0.011001324233472548,3299.564814814815,0.0,0.0
AD_0214,Static_Catalog,Retargeting Campaign,warm,Cleanser,8374,82,362351.0,68,7,801000.0,3,0.00979221399570098,4418.914634146341,2.210563790357968,0.036585365853658534
AD_0215,Static_Catalog,Flash Sale Campaign,cold,Cleanser,10719,151,331055.0,126,8,924000.0,3,0.014087134993936,2192.417218543046,2.7910770113727326,0.019867549668874173
AD_0216,Static_Catalog,Flash Sale Campaign,cold,Cleanser,15555,157,313277.0,133,19,620000.0,3,0.010093217614914819,1995.3949044585988,1.9790792174337726,0.01910828025477707
AD_0217,Video_Review,Retargeting Campaign,warm,Cleanser,14715,413,218413.0,335,28,0.0,0,0.028066598708800544,528.8450363196126,0.0,0.0
AD_0218,Video_Review,Awareness Campaign,cold,Serum,9496,209,138067.0,173,33,0.0,0,0.02200926705981466,660.6076555023924,0.0,0.0
AD_0219,Static_Catalog,Retargeting Campaign,warm,Sunscreen,15435,152,328590.0,127,16,1572000.0,6,0.009847748623258828,2161.7763157894738,4.784077421710947,0.039473684210526314
AD_0220,Static_Catalog,Awareness Campaign,cold,Sunscreen,14629,207,393894.0,171,10,0.0,0,0.01414997607491968,1902.8695652173913,0.0,0.0
AD_0221,Static_Catalog,Awareness Campaign,cold,Sunscreen,14373,221,498872.0,189,23,1299000.0,5,0.015376052320322827,2257.339366515837,2.6038743405121956,0.02262443438914027
AD_0222,Video_Review,Awareness Campaign,cold,Cleanser,11917,356,214099.0,302,33,687000.0,2,0.029873290257615173,601.4016853932584,3.208795930854418,0.0056179775280898875
AD_0223,Video_Review,Awareness Campaign,cold,Moisturizer,14340,369,107967.0,299,41,854000.0,3,0.025732217573221756,292.5934959349593,7.90982429816518,0.008130081300813009
AD_0224,Static_Catalog,Flash Sale Campaign,cold,Serum,9494,123,307440.0,105,10,0.0,0,0.01295555087423636,2499.512195121951,0.0,0.0
AD_0225,Video_Review,Flash Sale Campaign,cold,Sunscreen,11525,373,277404.0,321,30,2307000.0,8,0.0323644251626898,743.710455764075,8.316390535104036,0.021447721179624665
AD_0226,Video_Review,Flash Sale Campaign,cold,Sunscreen,6179,136,237478.0,118,7,0.0,0,0.02201003398608189,1746.1617647058824,0.0,0.0
AD_0227,Video_Review,Flash Sale Campaign,cold,Cleanser,16011,321,460867.0,273,31,311000.0,1,0.02004871650740116,1435.7227414330218,0.6748150768008991,0.003115264797507788
AD_0228,Static_Catalog,Flash Sale Campaign,cold,Moisturizer,9044,99,388859.0,83,6,0.0,0,0.010946483856700575,3927.868686868687,0.0,0.0
AD_0229,Video_Review,Awareness Campaign,cold,Serum,12898,306,334213.0,252,41,562000.0,2,0.023724608466428904,1092.1993464052287,1.6815623569400353,0.006535947712418301
AD_0230,Video_Review,Retargeting Campaign,warm,Cleanser,17201,363,287604.0,297,17,0.0,0,0.021103424219522122,792.297520661157,0.0,0.0
AD_0231,Video_Review,Awareness Campaign,cold,Sunscreen,13036,393,358230.0,320,22,1158000.0,3,0.0301472844430807,911.5267175572519,3.232560087094883,0.007633587786259542
AD_0232,Static_Catalog,Retargeting Campaign,warm,Cleanser,12394,137,388179.0,121,13,0.0,0,0.011053735678554139,2833.4233576642337,0.0,0.0
AD_0233,Video_Review,Retargeting Campaign,warm,Moisturizer,8191,182,204576.0,160,9,0.0,0,0.022219509217433767,1124.043956043956,0.0,0.0
AD_0234,Static_Catalog,Awareness Campaign,cold,Serum,9279,108,489878.0,93,17,0.0,0,0.011639185257032008,4535.907407407408,0.0,0.0
AD_0235,Video_Review,Awareness Campaign,cold,Sunscreen,12083,304,323332.0,244,13,0.0,0,0.025159314739716956,1063.592105263158,0.0,0.0
AD_0236,Video_Review,Flash Sale Campaign,cold,Sunscreen,14650,259,445732.0,220,23,0.0,0,0.017679180887372015,1720.972972972973,0.0,0.0
AD_0237,Static_Catalog,Flash Sale Campaign,cold,Serum,12330,162,164027.0,135,15,347000.0,2,0.013138686131386862,1012.5123456790124,2.115505374115237,0.012345679012345678
AD_0238,Static_Catalog,Awareness Campaign,cold,Serum,16765,150,139279.0,134,12,0.0,0,0.008947211452430659,928.5266666666666,0.0,0.0
AD_0239,Static_Catalog,Awareness Campaign,cold,Moisturizer,11979,167,223257.0,141,25,0.0,0,0.013941063527840388,1336.868263473054,0.0,0.0
AD_0240,Static_Catalog,Retargeting Campaign,warm,Moisturizer,5769,73,208212.0,65,8,933000.0,2,0.01265383948691281,2852.219178082192,4.4810097400726185,0.0273972602739726
AD_0241,Static_Catalog,Retargeting Campaign,warm,Sunscreen,14569,145,170119.0,122,14,0.0,0,0.009952639165351088,1173.2344827586207,0.0,0.0
AD_0242,Static_Catalog,Awareness Campaign,cold,Serum,7685,65,294387.0,56,5,803000.0,2,0.008458035133376708,4529.030769230769,2.7277019705353838,0.03076923076923077
AD_0243,Static_Catalog,Flash Sale Campaign,cold,Moisturizer,9196,127,487732.0,114,18,153000.0,1,0.013810352327098738,3840.4094488188975,0.31369686631182697,0.007874015748031496
AD_0244,Video_Review,Retargeting Campaign,warm,Sunscreen,19543,501,317322.0,414,54,0.0,0,0.025635777516246225,633.377245508982,0.0,0.0
AD_0245,Static_Catalog,Awareness Campaign,cold,Serum,11579,165,144638.0,140,10,0.0,0,0.014249935227567147,876.5939393939394,0.0,0.0
AD_0246,Video_Review,Awareness Campaign,cold,Serum,13706,301,446130.0,245,15,631000.0,2,0.021961184882533197,1482.1594684385382,1.4143859413175532,0.006644518272425249
AD_0247,Static_Catalog,Flash Sale Campaign,cold,Moisturizer,15553,193,155147.0,168,33,1413000.0,5,0.012409181508390665,803.8704663212435,9.107491604736154,0.025906735751295335
AD_0248,Static_Catalog,Flash Sale Campaign,cold,Cleanser,9520,118,267807.0,104,14,0.0,0,0.012394957983193277,2269.5508474576272,0.0,0.0
AD_0249,Static_Catalog,Retargeting Campaign,warm,Moisturizer,9979,84,119033.0,74,12,1327000.0,5,0.008417677121956109,1417.0595238095239,11.148168995152604,0.05952380952380952
AD_0250,Video_Review,Retargeting Campaign,warm,Serum,8778,264,374231.0,224,15,0.0,0,0.03007518796992481,1417.5416666666667,0.0,0.0
AD_0251,Static_Catalog,Flash Sale Campaign,cold,Moisturizer,8013,101,298436.0,87,4,0.0,0,0.012604517658804442,2954.8118811881186,0.0,0.0
AD_0252,Static_Catalog,Flash Sale Campaign,cold,Moisturizer,19475,274,389910.0,243,30,2537000.0,8,0.014069319640564827,1423.029197080292,6.506629735067067,0.029197080291970802
AD_0253,Video_Review,Flash Sale Campaign,cold,Cleanser,11643,301,307440.0,261,44,0.0,0,0.025852443528300267,1021.3953488372093,0.0,0.0
AD_0254,Static_Catalog,Flash Sale Campaign,cold,Cleanser,13354,117,142092.0,102,20,0.0,0,0.008761419799311068,1214.4615384615386,0.0,0.0
AD_0255,Static_Catalog,Awareness Campaign,cold,Sunscreen,12469,134,355158.0,110,11,648000.0,2,0.010746651696206592,2650.4328358208954,1.8245400638589022,0.014925373134328358
AD_0256,Static_Catalog,Awareness Campaign,cold,Sunscreen,8019,84,177984.0,70,10,0.0,0,0.010475121586232696,2118.8571428571427,0.0,0.0
AD_0257,Video_Review,Flash Sale Campaign,cold,Sunscreen,9171,213,103471.0,174,23,452000.0,3,0.023225384363755316,485.7793427230047,4.368373747233524,0.014084507042253521
AD_0258,Video_Review,Retargeting Campaign,warm,Serum,13397,352,266597.0,299,28,687000.0,2,0.02627453907591252,757.3778409090909,2.5769232211915365,0.005681818181818182
AD_0259,Static_Catalog,Awareness Campaign,cold,Sunscreen,12999,126,294387.0,106,20,861000.0,3,0.009693053311793215,2336.404761904762,2.9247215400136555,0.023809523809523808
AD_0260,Static_Catalog,Retargeting Campaign,warm,Serum,10105,151,364983.0,131,21,0.0,0,0.014943097476496784,2417.1059602649007,0.0,0.0
AD_0261,Static_Catalog,Retargeting Campaign,warm,Serum,12710,191,162424.0,171,10,1452000.0,6,0.015027537372147915,850.3874345549738,8.939565581441167,0.031413612565445025
AD_0262,Static_Catalog,Retargeting Campaign,warm,Serum,8974,133,248087.0,119,12,1268000.0,5,0.014820592823712949,1865.3157894736842,5.1111102153679955,0.03759398496240601
AD_0263,Video_Review,Flash Sale Campaign,cold,Serum,16032,397,290135.0,319,45,616000.0,2,0.024762974051896206,730.8186397984887,2.12314956830441,0.005037783375314861
AD_0264,Video_Review,Flash Sale Campaign,cold,Moisturizer,14614,260,166707.0,211,38,0.0,0,0.01779115916244697,641.1807692307692,0.0,0.0
AD_0265,Static_Catalog,Awareness Campaign,cold,Serum,9361,144,390372.0,124,9,440000.0,2,0.015382971904711036,2710.9166666666665,1.1271300195710758,0.013888888888888888
AD_0266,Video_Review,Awareness Campaign,cold,Sunscreen,17123,389,452680.0,312,49,426000.0,2,0.022717981662091925,1163.701799485861,0.9410621189361138,0.005141388174807198
AD_0267,Video_Review,Flash Sale Campaign,cold,Serum,9336,236,197852.0,194,21,327000.0,2,0.025278491859468722,838.3559322033898,1.652750540808281,0.00847457627118644
AD_0268,Video_Review,Flash Sale Campaign,cold,Moisturizer,8633,161,309093.0,142,16,0.0,0,0.018649368701494265,1919.832298136646,0.0,0.0
AD_0269,Static_Catalog,Awareness Campaign,cold,Serum,11985,140,196111.0,118,19,0.0,0,0.011681268251981644,1400.7928571428572,0.0,0.0
AD_0270,Static_Catalog,Flash Sale Campaign,cold,Cleanser,8727,123,372944.0,100,8,1804000.0,5,0.014094190443451358,3032.0650406504064,4.837187352524776,0.04065040650406504
AD_0271,Static_Catalog,Retargeting Campaign,warm,Sunscreen,17983,264,380277.0,215,18,2085000.0,8,0.014680531613190235,1440.4431818181818,5.482845399537705,0.030303030303030304
AD_0272,Static_Catalog,Awareness Campaign,cold,Moisturizer,11976,102,181816.0,82,8,582000.0,2,0.008517034068136272,1782.5098039215686,3.2010384124609494,0.0196078431372549
AD_0273,Static_Catalog,Awareness Campaign,cold,Serum,17006,243,310097.0,196,22,0.0,0,0.014289074444313772,1276.119341563786,0.0,0.0
AD_0274,Static_Catalog,Flash Sale Campaign,cold,Cleanser,9555,134,438083.0,110,10,2044000.0,6,0.01402407116692831,3269.276119402985,4.665782511533203,0.04477611940298507
AD_0275,Video_Review,Awareness Campaign,cold,Sunscreen,11971,334,308139.0,272,38,638000.0,2,0.027900760170411827,922.5718562874251,2.0704941601030704,0.005988023952095809
AD_0276,Video_Review,Awareness Campaign,cold,Sunscreen,13629,267,350870.0,218,40,1499000.0,4,0.019590578912612813,1314.119850187266,4.272237580870408,0.0149812734082397
AD_0277,Static_Catalog,Flash Sale Campaign,cold,Moisturizer,12183,189,131852.0,169,25,1728000.0,7,0.015513420339817778,697.6296296296297,13.105603252131177,0.037037037037037035
AD_0278,Static_Catalog,Awareness Campaign,cold,Serum,16786,160,247226.0,138,8,1742000.0,5,0.009531752651018707,1545.1625,7.0461844627992205,0.03125
AD_0279,Static_Catalog,Awareness Campaign,cold,Cleanser,11788,181,308347.0,160,27,475000.0,2,0.015354597896165592,1703.5745856353592,1.540472260148469,0.011049723756906077
AD_0280,Video_Review,Retargeting Campaign,warm,Serum,12569,374,257547.0,310,27,0.0,0,0.029755748269552074,688.6283422459893,0.0,0.0
AD_0281,Static_Catalog,Retargeting Campaign,warm,Sunscreen,10348,95,191353.0,76,6,337000.0,2,0.009180517974487823,2014.2421052631578,1.7611430184005477,0.021052631578947368
AD_0282,Video_Review,Retargeting Campaign,warm,Moisturizer,14096,338,443701.0,295,50,0.0,0,0.02397843359818388,1312.724852071006,0.0,0.0
AD_0283,Video_Review,Retargeting Campaign,warm,Sunscreen,13049,291,305735.0,232,35,429000.0,1,0.02230055942984137,1050.635738831615,1.4031759530312198,0.003436426116838488
AD_0284,Static_Catalog,Retargeting Campaign,warm,Moisturizer,10830,112,356190.0,93,16,439000.0,2,0.010341643582640813,3180.2678571428573,1.2324882787276454,0.017857142857142856
AD_0285,Video_Review,Flash Sale Campaign,cold,Serum,16528,364,307440.0,318,59,0.0,0,0.02202323330106486,844.6153846153846,0.0,0.0
AD_0286,Video_Review,Awareness Campaign,cold,Sunscreen,14374,307,488832.0,272,13,455000.0,1,0.02135800751356616,1592.28664495114,0.9307901283058392,0.003257328990228013
AD_0287,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,9659,107,377181.0,89,17,371000.0,2,0.011077751320012423,3525.0560747663553,0.9836126422062618,0.018691588785046728
AD_0288,Static_Catalog,Retargeting Campaign,warm,Sunscreen,9249,142,153909.0,125,11,1252000.0,4,0.015353011136339063,1083.8661971830986,8.134676984451852,0.028169014084507043
AD_0289,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,12075,186,128365.0,162,15,2244000.0,7,0.015403726708074534,690.1344086021505,17.48140069333541,0.03763440860215054
AD_0290,Static_Catalog,Flash Sale Campaign,cold,Moisturizer,11493,114,134228.0,97,6,0.0,0,0.009919081179848603,1177.438596491228,0.0,0.0
AD_0291,Static_Catalog,Retargeting Campaign,warm,Moisturizer,6762,67,192493.0,58,3,528000.0,1,0.009908311150547175,2873.0298507462685,2.7429568867439333,0.014925373134328358
AD_0292,Video_Review,Retargeting Campaign,warm,Moisturizer,10198,274,297415.5,225,38,0.0,0,0.026868013335948224,1085.4580291970804,0.0,0.0
AD_0293,Video_Review,Retargeting Campaign,warm,Cleanser,14777,385,297415.5,310,54,400000.0,1,0.026054002842254856,772.5077922077922,1.3449198175616268,0.0025974025974025974
AD_0294,Video_Review,Flash Sale Campaign,cold,Cleanser,16250,486,412023.0,435,23,0.0,0,0.02990769230769231,847.783950617284,0.0,0.0
AD_0295,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,13317,186,388793.0,151,11,1115000.0,4,0.013967109709394007,2090.2849462365593,2.867849987011083,0.021505376344086023
AD_0296,Static_Catalog,Awareness Campaign,cold,Sunscreen,19466,196,248934.0,159,13,0.0,0,0.010068837973903216,1270.0714285714287,0.0,0.0
AD_0297,Static_Catalog,Awareness Campaign,cold,Sunscreen,9394,129,294387.0,106,11,1094000.0,3,0.013732169469874388,2282.0697674418607,3.7161967070556785,0.023255813953488372
AD_0298,Static_Catalog,Retargeting Campaign,warm,Moisturizer,15921,237,474226.0,196,38,0.0,0,0.01488599962313925,2000.9535864978902,0.0,0.0
AD_0299,Video_Review,Awareness Campaign,cold,Moisturizer,12410,300,294387.0,246,31,0.0,0,0.024174053182917002,981.29,0.0,0.0
AD_0300,Static_Catalog,Retargeting Campaign,warm,Moisturizer,9987,104,458182.0,91,12,0.0,0,0.010413537598878543,4405.596153846154,0.0,0.0
AD_0301,Video_Review,Retargeting Campaign,warm,Serum,8800,261,170448.0,224,15,137000.0,1,0.02965909090909091,653.0574712643678,0.8037641978785318,0.0038314176245210726
AD_0302,Video_Review,Flash Sale Campaign,cold,Sunscreen,9492,262,330893.0,235,16,413000.0,1,0.02760219131900548,1262.9503816793892,1.2481376154829507,0.003816793893129771
AD_0303,Video_Review,Retargeting Campaign,warm,Moisturizer,11132,237,303196.0,196,34,0.0,0,0.0212899748472871,1279.308016877637,0.0,0.0
AD_0304,Static_Catalog,Flash Sale Campaign,cold,Cleanser,13365,117,266892.0,103,5,796000.0,3,0.008754208754208754,2281.128205128205,2.9824798045651426,0.02564102564102564
AD_0305,Static_Catalog,Retargeting Campaign,warm,Serum,17878,235,329010.0,202,26,1500000.0,6,0.01314464705224298,1400.0425531914893,4.55913194127838,0.02553191489361702
AD_0306,Static_Catalog,Awareness Campaign,cold,Moisturizer,19198,218,448264.0,188,34,1072000.0,4,0.011355349515574539,2056.256880733945,2.3914478967751145,0.01834862385321101
AD_0307,Static_Catalog,Awareness Campaign,cold,Serum,12544,119,356453.0,96,17,544000.0,2,0.009486607142857142,2995.4033613445376,1.5261479072977364,0.01680672268907563
AD_0308,Static_Catalog,Retargeting Campaign,warm,Sunscreen,9008,103,102282.0,87,11,0.0,0,0.011434280639431617,993.0291262135922,0.0,0.0
AD_0309,Video_Review,Retargeting Campaign,warm,Moisturizer,11318,277,412727.0,239,42,0.0,0,0.024474288743594273,1489.9891696750904,0.0,0.0
AD_0310,Static_Catalog,Retargeting Campaign,warm,Sunscreen,7120,75,292121.0,64,5,0.0,0,0.010533707865168539,3894.9466666666667,0.0,0.0
AD_0311,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,10134,92,115434.0,78,8,495000.0,3,0.009078350108545491,1254.7173913043478,4.288164665523156,0.03260869565217391
AD_0312,Static_Catalog,Awareness Campaign,cold,Serum,14835,170,168803.0,136,22,610000.0,2,0.011459386585776879,992.9588235294118,3.613679851661404,0.011764705882352941
AD_0313,Video_Review,Flash Sale Campaign,cold,Cleanser,7913,214,220234.0,179,30,0.0,0,0.02704410463793757,1029.1308411214952,0.0,0.0
AD_0314,Video_Review,Flash Sale Campaign,cold,Moisturizer,5929,178,191575.0,159,18,0.0,0,0.03002192612582223,1076.2640449438202,0.0,0.0
AD_0315,Static_Catalog,Awareness Campaign,cold,Moisturizer,10415,125,220906.0,101,6,0.0,0,0.01200192030724916,1767.248,0.0,0.0
AD_0316,Video_Review,Retargeting Campaign,warm,Serum,9309,268,215598.0,227,15,961000.0,2,0.02878934364593404,804.4701492537314,4.4573697344131205,0.007462686567164179
AD_0317,Video_Review,Retargeting Campaign,warm,Moisturizer,18350,443,302747.0,378,23,623000.0,3,0.024141689373297002,683.4018058690745,2.057823859526271,0.006772009029345372
AD_0318,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,16493,202,496452.0,171,22,603000.0,2,0.012247620202510155,2457.6831683168316,1.2146189359696407,0.009900990099009901
AD_0319,Video_Review,Awareness Campaign,cold,Serum,14569,311,287954.0,254,32,0.0,0,0.021346695037408197,925.8971061093248,0.0,0.0
AD_0320,Video_Review,Flash Sale Campaign,cold,Cleanser,11931,270,199931.0,231,46,0.0,0,0.02263012320844858,740.4851851851852,0.0,0.0
AD_0321,Static_Catalog,Awareness Campaign,cold,Sunscreen,13652,212,382363.0,175,17,2577000.0,10,0.015528860240257838,1803.5990566037735,6.739668848711826,0.04716981132075472
AD_0322,Video_Review,Retargeting Campaign,warm,Sunscreen,15848,446,454165.0,366,71,0.0,0,0.028142352347299344,1018.3071748878924,0.0,0.0
AD_0323,Video_Review,Awareness Campaign,cold,Serum,10211,184,144789.0,161,11,1206000.0,3,0.01801978258740574,786.8967391304348,8.329362037171332,0.016304347826086956
AD_0324,Static_Catalog,Awareness Campaign,cold,Cleanser,7882,92,230351.0,74,12,0.0,0,0.011672164425272774,2503.8152173913045,0.0,0.0
AD_0325,Video_Review,Retargeting Campaign,warm,Sunscreen,16802,345,441207.0,291,40,1300000.0,6,0.020533269848827522,1278.8608695652174,2.946462771442883,0.017391304347826087
AD_0326,Static_Catalog,Awareness Campaign,cold,Sunscreen,10802,122,118354.0,104,14,1829000.0,6,0.011294204776893168,970.1147540983607,15.453639082751744,0.04918032786885246
AD_0327,Video_Review,Flash Sale Campaign,cold,Moisturizer,8863,268,370160.0,231,21,816000.0,2,0.03023806837413968,1381.1940298507463,2.2044521288091636,0.007462686567164179
AD_0328,Static_Catalog,Flash Sale Campaign,cold,Sunscreen,14134,182,190102.0,145,17,658000.0,3,0.012876751096646384,1044.5164835164835,3.4612997233064355,0.016483516483516484
AD_0329,Video_Review,Awareness Campaign,cold,Serum,10929,294,362420.0,245,41,0.0,0,0.026900905846829536,1232.7210884353742,0.0,0.0
AD_0330,Static_Catalog,Flash Sale Campaign,cold,Cleanser,12537,166,488583.0,137,7,0.0,0,0.013240807210656456,2943.2710843373493,0.0,0.0
AD_0331,Video_Review,Awareness Campaign,cold,Cleanser,12668,222,440615.0,194,28,628000.0,2,0.01752447110830439,1984.7522522522522,1.4252805737435177,0.009009009009009009
AD_0332,Static_Catalog,Flash Sale Campaign,cold,Moisturizer,8175,92,121281.0,74,8,0.0,0,0.011253822629969419,1318.2717391304348,0.0,0.0
AD_0333,Static_Catalog,Retargeting Campaign,warm,Sunscreen,14938,193,161388.0,172,10,2236000.0,8,0.012920069621100549,836.2072538860103,13.854809527350236,0.04145077720207254
AD_0334,Video_Review,Awareness Campaign,cold,Sunscreen,10776,269,451977.0,221,26,180000.0,1,0.024962880475129918,1680.2118959107806,0.3982503534471887,0.0037174721189591076
